865;7.26;31.58;5.00
866;7.45;31.83;5.00
867;7.65;31.80;5.00
868;7.86;31.60;5.00
869;8.07;31.34;5.00
870;8.27;31.09;5.00
871;8.48;30.87;5.00
872;8.68;30.66;5.00
873;8.88;30.42;5.00
874;9.09;30.13;5.00
875;9.31;29.85;5.00
876;9.55;29.65;5.00
877;9.79;29.65;5.00
878;10.03;29.94;5.00
879;10.26;30.56;5.00
880;10.48;31.42;5.00
881;10.67;32.39;5.00
882;10.81;33.27;5.00
883;10.91;33.86;5.00
884;10.94;34.05;5.00
885;10.93;33.83;5.00
886;10.85;33.29;5.00
887;10.74;32.63;5.00
888;10.60;32.04;5.00
889;10.43;31.69;5.00
890;10.26;31.64;5.00
891;10.08;31.84;5.00
892;9.92;32.16;5.00
893;9.76;32.42;5.00
894;9.61;32.47;5.00
895;9.45;32.21;5.00
896;9.29;31.66;5.00
897;9.11;30.91;5.00
898;8.91;30.10;5.00
899;8.68;29.34;5.00
900;8.42;28.74;5.00
901;8.13;28.32;5.00
902;7.83;28.05;5.00
903;7.53;27.89;5.00
904;7.22;27.82;5.00
905;6.94;27.85;5.00
906;6.68;28.04;5.00
907;6.45;28.50;5.00
908;6.25;29.27;5.00
909;6.08;30.36;5.00
910;5.94;31.68;5.00
911;5.81;33.06;5.00
912;5.70;34.27;5.00
913;5.59;35.12;5.00
914;5.49;35.48;5.00
915;5.39;35.34;5.00
916;5.30;34.81;5.00
917;5.22;34.07;5.00
918;5.16;33.35;5.00
919;5.13;32.82;5.00
920;5.13;32.56;5.00
921;5.17;32.55;5.00
922;5.25;32.67;5.00
923;5.37;32.74;5.00
924;5.50;32.63;5.00
925;5.65;32.25;5.00
926;5.80;31.62;5.00
927;5.94;30.81;5.00
928;6.06;29.96;5.00
929;6.15;29.18;5.00
930;6.21;28.54;5.00
931;6.24;28.05;5.00
932;6.26;27.66;5.00
933;6.26;27.32;5.00
934;6.27;26.99;5.00
935;6.29;26.68;5.00
936;6.34;26.44;5.00
937;6.41;26.36;5.00
938;6.51;26.52;5.00
939;6.64;26.92;5.00
940;6.78;27.50;5.00
941;6.94;28.11;5.00
942;7.09;28.55;5.00
943;7.23;28.67;5.00
944;7.36;28.35;5.00
945;7.46;27.63;5.00
946;7.55;26.64;5.00
947;7.61;25.60;5.00
948;7.67;24.73;5.00
949;7.71;24.24;5.00
950;7.75;24.19;5.00
951;7.80;24.57;5.00
952;7.84;25.23;5.00
953;7.88;25.99;5.00
954;7.91;26.68;5.00
955;7.92;27.20;5.00
956;7.91;27.50;5.00
957;7.86;27.64;5.00
958;7.77;27.72;5.00
959;7.64;27.80;5.00
960;7.48;27.94;5.00
961;7.29;28.12;5.00
962;7.08;28.27;5.00
963;6.86;28.32;5.00
964;6.66;28.24;5.00
965;6.49;28.03;5.00
966;6.35;27.78;5.00
967;6.26;27.59;5.00
968;6.21;27.55;5.00
969;6.21;27.71;5.00
970;6.25;28.02;5.00
971;6.31;28.37;5.00
972;6.39;28.59;5.00
973;6.48;28.53;5.00
974;6.57;28.13;5.00
975;6.65;27.42;5.00
976;6.74;26.53;5.00
977;6.83;25.67;5.00
978;6.93;25.08;5.00
979;7.05;24.93;5.00
980;7.19;25.28;5.00
981;7.36;26.07;5.00
982;7.55;27.14;5.00
983;7.77;28.29;5.00
984;8.01;29.30;5.00
985;8.27;30.06;5.00
986;8.52;30.50;5.00
987;8.77;30.67;5.00
988;9.00;30.64;5.00
989;9.20;30.50;5.00
990;9.39;30.29;5.00
991;9.55;30.02;5.00
992;9.70;29.63;5.00
993;9.83;29.08;5.00
994;9.97;28.36;5.00
995;10.11;27.50;5.00
996;10.27;26.62;5.00
997;10.43;25.84;5.00
998;10.60;25.28;5.00
